Score,Cross_Claim_Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,Exclusion_Reason
0.819,0.825,5,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,성변화 후 성체 안에 현존하시는 그리스도는 하느님께 드리는 최고의 경배인 흠숭지례(latria)로 경배받아야 한다,간통을 이유로 혼인의 유대가 해소될 수 있다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.819,0.825,5,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,성변화 후 성체 안에 현존하시는 그리스도는 하느님께 드리는 최고의 경배인 흠숭지례(latria)로 경배받아야 한다,이단이나 동거 불가를 이유로 혼인이 해소될 수 있다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.817,0.828,4,TRENT-S06-C30,의화 후 잠벌이 전혀 남지 않는다면 파문 (연옥 신학의 토대),CCC-1471,면죄부 (Indulgentia),이 잠벌은 현세에서 혹은 사후 연옥에서 갚아야 한다,죄의 용서와 함께 모든 벌도 완전히 제거된다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.817,0.818,5,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,고해성사는 그리스도에 의해 제정되었다,의화된 자의 선한 행위에 공로가 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.817,0.827,3,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-1452,완전한 통회 (Contritio Perfecta),"무슬림은 아브라함의 신앙을 지니고 있다고 공언하며, 유일하신 하느님을 경배한다",대죄의 용서에는 반드시 사제의 사죄가 선행해야 한다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.816,0.834,3,CCC-2357,동성애 (Homosexualitas),CCC-1861,대죄와 은총 상실,성경은 동성애 행위를 중대한 타락으로 제시한다,죄로 인해 하느님과의 관계가 단절되지 않는다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.816,0.818,5,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,선한 행위를 통해 영원한 생명을 참으로 얻을 수 있다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.815,0.852,4,CCC-1996,은총은 무상의 선물,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,은총은 하느님이 거저 주시는 무상의 선물이다,의화된 자의 선한 행위에 공로가 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.815,0.395,5,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,선한 행위를 통해 영광의 증가를 참으로 얻을 수 있다,의화에 인간 의지의 어떤 준비도 필요 없다는 명제,수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
0.815,0.844,5,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,선한 행위를 통해 영광의 증가를 참으로 얻을 수 있다,모든 대죄를 낱낱이 고백할 신법적 의무가 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.814,0.834,2,CCC-1452,완전한 통회 (Contritio Perfecta),ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),완전한 통회는 소죄의 용서를 가져온다,세례 없이 죽은 유아는 반드시 림보에 머문다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.814,0.851,4,CCC-1471,면죄부 (Indulgentia),TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,면죄부는 합당한 조건을 갖춘 신자에게 적용된다,믿음만 있으면 대죄 상태에서도 성체를 합당하게 받을 수 있다는 명제 (sola fide의 성체론적 적용),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.814,0.814,2,TRENT-S06-C30,의화 후 잠벌이 전혀 남지 않는다면 파문 (연옥 신학의 토대),ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),이 잠벌은 현세에서 혹은 사후 연옥에서 갚아야 한다,세례 없이 죽은 유아는 반드시 림보에 머문다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.814,0.864,4,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1471,면죄부 (Indulgentia),고해성사는 그리스도에 의해 제정되었다,죄의 용서와 함께 모든 벌도 완전히 제거된다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.813,0.818,2,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),CCC-1471,면죄부 (Indulgentia),교도권이 통상적 가르침에서 림보를 언급한 적은 있음을 인정한다,죄의 용서와 함께 모든 벌도 완전히 제거된다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.813,0.882,4,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,CCC-1452,완전한 통회 (Contritio Perfecta),선한 행위를 통해 영원한 생명을 참으로 얻을 수 있다,내적 통회만으로는 어떤 죄도 용서될 수 없다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.813,0.818,5,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,선한 행위를 통해 영원한 생명을 참으로 얻을 수 있다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.812,0.867,4,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-2181,주일 미사 의무,세례는 선택 사항이 아니라 의무이다,미사 불참은 죄가 되지 않는다,수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
0.812,0.824,1,DH-02_03,Dignitatis Humanae 2~3항: 종교 자유의 근거 (Syllabus와 정면 대비),GS-16,"Gaudium et Spes 16항: 양심 — ""인간의 가장 은밀한 핵심이자 지성소""","인간은 자기 양심에 반하여 행동하도록 강요받아서는 안 되며, 양심에 따른 종교 행위를 방해받아서도 안 된다",양심이 단지 사회적 관습이나 교회 규정의 산물일 뿐 하느님과의 직접적 대면 장소가 아니라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.809,0.856,1,CCC-1261,세례 없이 죽은 유아의 구원 희망,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),세례 없이 죽은 아이들에게 구원의 길이 있으리라 희망할 수 있다,세례 없이 죽은 유아의 구원을 희망하는 것이 교리에 어긋난다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.809,0.777,4,CCC-456_478,강생과 그리스도의 구원 사역,CCC-161_165,믿음과 구원,그리스도의 강생(육화)은 인류의 구원과 죄 사함을 위해 필수적인 사건이다.,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
0.806,0.856,3,CCC-1996,은총은 무상의 선물,CCC-1452,완전한 통회 (Contritio Perfecta),은총은 하느님의 생명에 참여하도록 부르는 것이다,내적 통회만으로는 어떤 죄도 용서될 수 없다,수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
0.806,0.868,5,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,혼인은 그리스도에 의해 제정된 일곱 성사 중 하나이다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.806,0.893,1,DH-02_03,Dignitatis Humanae 2~3항: 종교 자유의 근거 (Syllabus와 정면 대비),DIGNITATIS-HUMANAE,종교 자유에 관한 선언,어떤 인간 권력도 내적 종교 행위를 명령하거나 금지할 수 없다,이단자들에게는 종교 자유의 권리가 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.805,0.825,4,TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,CCC-1376,화체설 (Transsubstantiatio),"성체 성사 안에 그리스도의 몸과 피가 참으로(vere), 실재적으로(realiter), 실체적으로(substantialiter) 현존한다",그리스도의 현존은 영적/비유적 의미일 뿐이다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.805,0.893,5,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,소죄를 고백하는 것도 허용되며 유익하다,인간의 행위로 은총이나 영원한 생명이 증가될 수 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.805,0.907,3,LG-08,"Lumen Gentium 8항: ""Subsistit in"" — 그리스도 교회와 가톨릭교회의 관계",CDF-DOMINUS-16_17,"Dominus Iesus 16~17항: 비가톨릭 그리스도교 공동체는 ""본래 의미의 교회가 아니다""","그리스도가 세우신 유일한 교회는 로마 교황과 그와 친교하는 주교들이 다스리는 가톨릭 교회 ""안에 존속한다""(subsistit in)","사도 계승과 유효한 성체성사가 없는 그리스도교 공동체도 가톨릭·정교회와 동등한 의미에서 ""교회""라는 명제",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.803,0.822,2,CCC-1996,은총은 무상의 선물,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),은총은 하느님의 생명에 참여하도록 부르는 것이다,세례 없이 죽은 유아의 구원을 희망하는 것이 교리에 어긋난다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.803,0.84,3,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',CCC-846_848,교회 밖의 구원 (Extra Ecclesiam nulla salus),"가시적인 물의 세례를 받지 않고 가톨릭 교회에 외적으로 등록되지 않은 사람도, 하느님을 향한 선한 양심과 암묵적 열망이 있다면 구원받을 수 있다.",가톨릭 교회의 필요성을 분명히 알고도 이를 의도적으로 거부한 자가 구원받을 수 있다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.802,0.917,4,CCC-2010,공로 (Meritum),TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,공로를 통해 영원한 생명을 획득할 수 있다,인간의 행위로 은총이나 영원한 생명이 증가될 수 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.802,0.855,3,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-1257,세례의 필수성,신적 섭리는 이런 사람들에게 구원에 필요한 도움을 거부하지 않는다,세례 없이도 통상적으로 구원될 수 있다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.802,0.904,4,LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),이 종교적 순종은 교황이 **ex cathedra로 말하지 않을 때**(통상 교도권)에도 적용되어야 한다,교황이 전체 교회에 대한 최고 관할권을 갖지 않는다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.801,0.82,5,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,죄 사함을 얻기 위해 자신이 확실히 용서받았다고 조금의 흔들림도 없이 믿어야 하는 것은 아니다,의화된 자의 선한 행위에 공로가 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.801,0.882,4,LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),교황의 정의(definitions)는 교회의 동의 없이도 그 자체로 불가역적(irreformable)이다,"교황의 정의가 공의회의 동의를 필요로 한다는 명제 (공의회 우위론, Conciliarism)",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.799,0.811,2,CCC-1250,유아 세례의 필요성 (원죄로부터의 해방),ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),세례는 아이를 어둠의 권세에서 해방시킨다,세례 없이 죽은 유아는 반드시 림보에 머문다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.799,0.801,3,CCC-2181,주일 미사 의무,CCC-1471,면죄부 (Indulgentia),고의로 미사 의무를 이행하지 않는 것은 대죄이다,죄의 용서와 함께 모든 벌도 완전히 제거된다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.798,0.813,3,CCC-1030,연옥,CCC-2068,계명 준수로 구원,연옥이 존재한다,은총의 상태에 있으면 계명을 지키지 않아도 된다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.798,0.805,3,CCC-1996,은총은 무상의 선물,CCC-1471,면죄부 (Indulgentia),은총은 하느님의 생명에 참여하도록 부르는 것이다,죄의 용서와 함께 모든 벌도 완전히 제거된다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.798,0.693,4,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-1257,세례의 필수성,세례는 선택 사항이 아니라 의무이다,세례 없이도 통상적으로 구원될 수 있다,수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
0.798,0.826,2,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),세례는 선택 사항이 아니라 의무이다,세례 없이 죽은 유아는 반드시 림보에 머문다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.798,0.822,4,TRENT-S13,성체성사와 화체설,CCC-1376,화체설 (Transsubstantiatio),축성된 성체와 성혈 안에는 그리스도 전체가 참되고 실재하며 실체적으로 현존한다.,그리스도의 현존은 영적/비유적 의미일 뿐이다,수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
