Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text
0.892,4,CCC-2068,계명 준수로 구원,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,의화된 후에도 하느님의 계명을 지켜야 한다,성체 안의 그리스도가 흠숭받을 대상이 아니라는 명제
0.892,2,PAPAL-FRATELLI-263_270,"Fratelli Tutti 263~270항: 사형제는 ""용납 불가""(inadmissible) — 상세 논증",TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,아무리 흉악한 살인자라도 인격적 존엄을 잃지 않는다,성체 안의 그리스도가 흠숭받을 대상이 아니라는 명제
0.892,5,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,TRENT-S22-C01,미사는 참된 속죄 제사,성변화 후 성체 안에 현존하시는 그리스도는 하느님께 드리는 최고의 경배인 흠숭지례(latria)로 경배받아야 한다,그리스도의 십자가 희생이 유일하며 미사에서 반복/재현될 수 없다는 명제
0.892,2,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,성변화 후 성체 안에 현존하시는 그리스도는 하느님께 드리는 최고의 경배인 흠숭지례(latria)로 경배받아야 한다,비그리스도교에는 어떤 참되거나 거룩한 것도 없다는 명제
0.891,2,CCC-1996,은총은 무상의 선물,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,은총은 하느님의 생명에 참여하도록 부르는 것이다,비그리스도교에는 어떤 참되거나 거룩한 것도 없다는 명제
0.891,4,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,CCC-1257,세례의 필수성,선한 행위를 통해 영원한 생명을 참으로 얻을 수 있다,세례 없이도 통상적으로 구원될 수 있다
0.891,5,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,선한 행위를 통해 영원한 생명을 참으로 얻을 수 있다,교황에 대한 복종 없이도 구원받을 수 있다는 명제
0.89,1,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),AMORIS-LAETITIA-CH8,재혼자 성체 접근 암시,교도권이 통상적 가르침에서 림보를 언급한 적은 있음을 인정한다,비정규적 상황에 있는 이들에 대해 어떤 식별 과정도 필요 없다는 명제
0.89,3,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,CCC-1261,세례 없이 죽은 유아의 구원 희망,소죄를 고백하는 것도 허용되며 유익하다,세례받지 못한 유아에게는 어떠한 구원의 길도 존재할 수 없다는 명제
0.89,3,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-2068,계명 준수로 구원,신적 섭리는 이런 사람들에게 구원에 필요한 도움을 거부하지 않는다,한 번 구원받은 신자는 죄를 지어도 구원을 잃지 않는다
0.889,2,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,교도권이 통상적 가르침에서 림보를 언급한 적은 있음을 인정한다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제
0.889,4,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,CCC-1861,대죄와 은총 상실,죄 사함을 얻기 위해 자신이 확실히 용서받았다고 조금의 흔들림도 없이 믿어야 하는 것은 아니다,죄로 인해 하느님과의 관계가 단절되지 않는다
0.889,5,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,TRENT-S22-C01,미사는 참된 속죄 제사,선한 행위를 통해 영원한 생명을 참으로 얻을 수 있다,미사에 속죄적 가치가 없다는 명제
0.889,4,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,CCC-1861,대죄와 은총 상실,소죄를 고백하는 것도 허용되며 유익하다,죄로 인해 하느님과의 관계가 단절되지 않는다
0.889,4,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1861,대죄와 은총 상실,고해성사는 그리스도에 의해 제정되었다,죄로 인해 하느님과의 관계가 단절되지 않는다
0.888,3,CCC-2068,계명 준수로 구원,CCC-1452,완전한 통회 (Contritio Perfecta),행해야 할 것과 피해야 할 것 모두 구원에 관련된다,대죄의 용서에는 반드시 사제의 사죄가 선행해야 한다
0.888,2,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,교도권이 통상적 가르침에서 림보를 언급한 적은 있음을 인정한다,세례 없이도 믿음만으로 구원받을 수 있다는 명제
0.888,4,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,CCC-2068,계명 준수로 구원,죄 사함을 얻기 위해 자신이 확실히 용서받았다고 조금의 흔들림도 없이 믿어야 하는 것은 아니다,한 번 구원받은 신자는 죄를 지어도 구원을 잃지 않는다
0.888,5,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,선한 행위를 통해 영원한 생명을 참으로 얻을 수 있다,성체 안의 그리스도가 흠숭받을 대상이 아니라는 명제
0.888,5,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,성변화 후 성체 안에 현존하시는 그리스도는 하느님께 드리는 최고의 경배인 흠숭지례(latria)로 경배받아야 한다,세례 없이도 믿음만으로 구원받을 수 있다는 명제
0.888,5,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,성변화 후 성체 안에 현존하시는 그리스도는 하느님께 드리는 최고의 경배인 흠숭지례(latria)로 경배받아야 한다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제
0.888,2,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",성변화 후 성체 안에 현존하시는 그리스도는 하느님께 드리는 최고의 경배인 흠숭지례(latria)로 경배받아야 한다,타 종교에는 참되거나 거룩한 요소가 전혀 없다는 명제
0.888,4,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,CCC-2068,계명 준수로 구원,소죄를 고백하는 것도 허용되며 유익하다,은총의 상태에 있으면 계명을 지키지 않아도 된다
0.887,4,CCC-0847,교회 밖 구원 가능성,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,교회의 가시적 경계 밖에서도 구원의 가능성이 존재한다,가톨릭 교회 밖에서 구원이 가능하다는 명제
0.887,4,CCC-1996,은총은 무상의 선물,TRENT-S06-C22,특별한 도움 없이도 스스로 견인할 수 있다면 파문,은총은 하느님의 생명에 참여하도록 부르는 것이다,인간이 자기 힘만으로 은총 안에 견인할 수 있다는 명제
0.887,4,CCC-2068,계명 준수로 구원,TRENT-S25-INDULGENCES,대사 교령: 교회의 대사 수여권을 부정하면 파문,행해야 할 것과 피해야 할 것 모두 구원에 관련된다,대사가 무익하다는 명제
0.887,4,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,CCC-2068,계명 준수로 구원,성변화 후 성체 안에 현존하시는 그리스도는 하느님께 드리는 최고의 경배인 흠숭지례(latria)로 경배받아야 한다,한 번 구원받은 신자는 죄를 지어도 구원을 잃지 않는다
0.887,2,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,LG-08,"Lumen Gentium 8항: ""Subsistit in"" — 그리스도 교회와 가톨릭교회의 관계","참된 종교는 가톨릭 교회 안에 존재하지만, 타인에게 강요할 수 없다",가톨릭 교회 밖에는 성화와 진리의 요소가 전혀 존재하지 않는다는 명제
0.886,4,CCC-1861,대죄와 은총 상실,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,대죄는 하느님과의 관계를 단절시킨다,세례 없이도 믿음만으로 구원받을 수 있다는 명제
0.886,3,CCC-1996,은총은 무상의 선물,CCC-0847,교회 밖 구원 가능성,은총은 하느님의 생명에 참여하도록 부르는 것이다,복음을 듣지 못한 자는 모두 저주받는다
0.886,4,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,CCC-2068,계명 준수로 구원,소죄를 고백하는 것도 허용되며 유익하다,한 번 구원받은 신자는 죄를 지어도 구원을 잃지 않는다
0.885,4,CCC-1861,대죄와 은총 상실,TRENT-S06-C17,은총이 예정된 자에게만 주어지고 나머지는 악으로 예정되었다면 파문,대죄는 하느님과의 관계를 단절시킨다,부르심을 받고 은총을 받지 못하는 것이 하느님의 적극적 저주 예정 때문이라는 명제
0.884,3,CCC-1452,완전한 통회 (Contritio Perfecta),CCC-1861,대죄와 은총 상실,완전한 통회는 소죄의 용서를 가져온다,죄로 인해 하느님과의 관계가 단절되지 않는다
0.884,5,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,죄 사함을 얻기 위해 자신이 확실히 용서받았다고 조금의 흔들림도 없이 믿어야 하는 것은 아니다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제
0.884,4,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,죄 사함을 얻기 위해 자신이 확실히 용서받았다고 조금의 흔들림도 없이 믿어야 하는 것은 아니다,세례를 실제로 받지 않은 자는 어떤 경우에도 구원받을 수 없다는 명제
0.884,5,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),소죄를 고백하는 것도 허용되며 유익하다,죄책이 사해지면 어떤 형벌도 전혀 남지 않는다는 명제
0.883,4,CCC-1452,완전한 통회 (Contritio Perfecta),UNAM-SANCTAM,교황 복종이 구원에 절대 필요,완전한 통회는 소죄의 용서를 가져온다,교황에 대한 복종 없이도 구원받을 수 있다는 명제
0.883,4,CCC-1996,은총은 무상의 선물,TRENT-S22-C03,미사가 속죄 제사가 아니라 단순한 찬미/기념일 뿐이라면 파문,은총은 하느님의 생명에 참여하도록 부르는 것이다,미사가 단지 찬미와 감사의 제사일 뿐 속죄 제사가 아니라는 명제 (개신교적 성찬관)
0.883,3,CCC-2068,계명 준수로 구원,CCC-1861,대죄와 은총 상실,의화된 후에도 하느님의 계명을 지켜야 한다,죄로 인해 하느님과의 관계가 단절되지 않는다
0.883,2,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),교도권이 통상적 가르침에서 림보를 언급한 적은 있음을 인정한다,죄책이 사해지면 어떤 형벌도 전혀 남지 않는다는 명제
0.883,4,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,CCC-0847,교회 밖 구원 가능성,선한 행위를 통해 영원한 생명을 참으로 얻을 수 있다,복음을 듣지 못한 자는 모두 저주받는다
0.883,4,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,CCC-1452,완전한 통회 (Contritio Perfecta),선한 행위를 통해 영원한 생명을 참으로 얻을 수 있다,대죄의 용서에는 반드시 사제의 사죄가 선행해야 한다
0.882,4,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),완전한 통회는 소죄의 용서를 가져온다,죄책이 사해지면 어떤 형벌도 전혀 남지 않는다는 명제
0.882,4,CCC-1861,대죄와 은총 상실,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,대죄는 하느님과의 관계를 단절시킨다,모든 대죄를 낱낱이 고백할 신법적 의무가 없다는 명제
0.882,4,CCC-2068,계명 준수로 구원,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,의화된 후에도 하느님의 계명을 지켜야 한다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제
0.882,2,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),UNAM-SANCTAM,교황 복종이 구원에 절대 필요,교도권이 통상적 가르침에서 림보를 언급한 적은 있음을 인정한다,교황에 대한 복종 없이도 구원받을 수 있다는 명제
0.882,5,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,선한 행위를 통해 영광의 증가를 참으로 얻을 수 있다,세례 없이도 믿음만으로 구원받을 수 있다는 명제
0.882,2,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,소죄를 고백하는 것도 허용되며 유익하다,비그리스도교에는 어떤 참되거나 거룩한 것도 없다는 명제
0.881,4,CCC-1030,연옥,TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,연옥이 존재한다,연옥이 존재하지 않는다는 명제
0.881,4,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,완전한 통회는 소죄의 용서를 가져온다,간통을 이유로 혼인의 유대가 해소될 수 있다는 명제
0.881,4,CCC-1996,은총은 무상의 선물,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,은총은 하느님의 생명에 참여하도록 부르는 것이다,의화에 인간 의지의 어떤 준비도 필요 없다는 명제
0.881,2,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,교도권이 통상적 가르침에서 림보를 언급한 적은 있음을 인정한다,이단이나 동거 불가를 이유로 혼인이 해소될 수 있다는 명제
0.881,2,PAPAL-FRATELLI-263_270,"Fratelli Tutti 263~270항: 사형제는 ""용납 불가""(inadmissible) — 상세 논증",LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,아무리 흉악한 살인자라도 인격적 존엄을 잃지 않는다,세례를 실제로 받지 않은 자는 어떤 경우에도 구원받을 수 없다는 명제
0.881,4,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,CCC-1257,세례의 필수성,소죄를 고백하는 것도 허용되며 유익하다,세례 없이도 통상적으로 구원될 수 있다
0.88,4,CCC-1861,대죄와 은총 상실,TRENT-S06-C12,의화시키는 믿음이 단지 자비에 대한 확신일 뿐이라면 파문,대죄는 하느님과의 관계를 단절시킨다,의화시키는 믿음이 곧 하느님 자비에 대한 확신일 뿐이라는 명제
0.88,2,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),CCC-2181,주일 미사 의무,교도권이 통상적 가르침에서 림보를 언급한 적은 있음을 인정한다,미사 불참은 죄가 되지 않는다
