Score,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,Hit_Filters,Combo_Name
0.822,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,신적 섭리는 이런 사람들에게 구원에 필요한 도움을 거부하지 않는다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.821,CCC-1471,면죄부 (Indulgentia),TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,면죄부는 이미 용서받은 죄에 대한 시간적 벌의 감면이다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.821,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,세례는 선택 사항이 아니라 의무이다,이단이나 동거 불가를 이유로 혼인이 해소될 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.819,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,고해성사는 그리스도에 의해 제정되었다,비정규적 결합에 있는 사람에 대해 어떤 형태의 축복도 줄 수 없다는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC | F6_RETORSION,COMBO-03_SALVATION
0.819,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,"무슬림은 아브라함의 신앙을 지니고 있다고 공언하며, 유일하신 하느님을 경배한다",비정규적 결합에 있는 사람에 대해 어떤 형태의 축복도 줄 수 없다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.818,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,CCC-1257,세례의 필수성,선한 행위를 통해 영광의 증가를 참으로 얻을 수 있다,세례 없이도 통상적으로 구원될 수 있다,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.817,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S05,원죄 교령,세례 없이는 구원에 이를 수 없다 (통상적 수단으로서),영아 세례는 무효하며 불필요하다(재세례파 단죄).,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.815,CCC-0847,교회 밖 구원 가능성,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,양심의 명령에 따라 하느님의 뜻을 실천하려는 노력이 필요하다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.815,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,신적 섭리는 이런 사람들에게 구원에 필요한 도움을 거부하지 않는다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.814,CCC-1471,면죄부 (Indulgentia),TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,교회는 면죄부를 부여할 권한을 갖는다,모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.814,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-1452,완전한 통회 (Contritio Perfecta),신적 섭리는 이런 사람들에게 구원에 필요한 도움을 거부하지 않는다,내적 통회만으로는 어떤 죄도 용서될 수 없다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.813,CCC-1861,대죄와 은총 상실,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,회개하지 않은 대죄는 영원한 지옥의 벌을 가져온다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.812,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,세례는 선택 사항이 아니라 의무이다,의화된 자의 선한 행위에 공로가 없다는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.811,CCC-1996,은총은 무상의 선물,CCC-0491,마리아 무염시태,은총은 하느님의 생명에 참여하도록 부르는 것이다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.81,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-2010,공로 (Meritum),세례는 선택 사항이 아니라 의무이다,선행은 구원에 아무런 기여도 하지 않는다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.809,CCC-0847,교회 밖 구원 가능성,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,양심의 명령에 따라 하느님의 뜻을 실천하려는 노력이 필요하다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.807,CCC-1257,세례의 필수성,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,교회는 세례 외에 구원의 다른 수단을 알지 못한다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.807,CCC-2181,주일 미사 의무,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,고의로 미사 의무를 이행하지 않는 것은 대죄이다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.806,CCC-0402,원죄의 보편적 전달,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,원죄로 인해 인간 본성은 타락한 상태에 놓여 있다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.806,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,고해성사는 그리스도에 의해 제정되었다,의화에 인간 의지의 어떤 준비도 필요 없다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.805,CCC-1471,면죄부 (Indulgentia),TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,면죄부는 합당한 조건을 갖춘 신자에게 적용된다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS | F5_GOALPOST,COMBO-03_SALVATION
0.804,CCC-0847,교회 밖 구원 가능성,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,양심의 명령에 따라 하느님의 뜻을 실천하려는 노력이 필요하다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.803,CCC-1471,면죄부 (Indulgentia),TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,면죄부는 합당한 조건을 갖춘 신자에게 적용된다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F5_GOALPOST,COMBO-03_SALVATION
0.801,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,AMORIS-LAETITIA-CH8,재혼자 성체 접근 암시,세례는 선택 사항이 아니라 의무이다,비정규적 상황에 있는 이들에 대해 어떤 식별 과정도 필요 없다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.799,CCC-1996,은총은 무상의 선물,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,은총은 하느님이 거저 주시는 무상의 선물이다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.798,CCC-0847,교회 밖 구원 가능성,CCC-1452,완전한 통회 (Contritio Perfecta),양심의 명령에 따라 하느님의 뜻을 실천하려는 노력이 필요하다,대죄의 용서에는 반드시 사제의 사죄가 선행해야 한다,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.797,CCC-1471_1479,"대사 (면죄부, Indulgentia)",TRENT-S14,고해성사와 병자성사,"교회는 그리스도와 성인들의 영적 보화를 관리하며, 대사(면벌)를 통해 신자들의 잠벌을 면제해 줄 권한이 있다.",고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.797,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,고해성사를 받겠다는 결심과 함께라면 완전한 통회로 대죄도 용서된다,의화에 인간 의지의 어떤 준비도 필요 없다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.796,CCC-0847,교회 밖 구원 가능성,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,양심의 명령에 따라 하느님의 뜻을 실천하려는 노력이 필요하다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.795,CCC-2068,계명 준수로 구원,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,행해야 할 것과 피해야 할 것 모두 구원에 관련된다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.795,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-2181,주일 미사 의무,고해성사는 그리스도에 의해 제정되었다,미사 불참은 죄가 되지 않는다,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.794,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,세례는 선택 사항이 아니라 의무이다,복음을 모르는 이들에게 하느님이 구원의 기회를 주지 않는다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.794,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-1452,완전한 통회 (Contritio Perfecta),신적 섭리는 이런 사람들에게 구원에 필요한 도움을 거부하지 않는다,대죄의 용서에는 반드시 사제의 사죄가 선행해야 한다,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.793,CCC-0491,마리아 무염시태,TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,이 은총은 그리스도의 구속 공로를 미리 적용한 것이다,그리스도가 성체 안에 힘(virtus)으로만 현존한다는 명제 (칼빈주의),F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.793,CCC-2068,계명 준수로 구원,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,십계명을 어기는 대죄를 짓고 회개하지 않으면 영원한 구원을 상실한다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.793,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,AMORIS-LAETITIA-CH8,재혼자 성체 접근 암시,고해성사는 그리스도에 의해 제정되었다,비정규적 상황에 있는 이들에 대해 어떤 식별 과정도 필요 없다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.793,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,혼인은 그리스도에 의해 제정된 일곱 성사 중 하나이다,비정규적 결합에 있는 사람에 대해 어떤 형태의 축복도 줄 수 없다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.792,CCC-2068,계명 준수로 구원,CCC-0491,마리아 무염시태,의화된 후에도 하느님의 계명을 지켜야 한다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.792,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,하느님의 자비와 은총은 도덕적 완전함의 전제 조건 없이도 간구될 수 있다,"선한 행위가 오직 하느님의 선물일 뿐, 인간의 공로는 아니라는 명제",F2_RUPTURE | F4_ACTION_DOC | F5_GOALPOST,COMBO-05_MORAL_COLLAPSE
0.791,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,CCC-161_165,믿음과 구원,하느님의 자비와 은총은 도덕적 완전함의 전제 조건 없이도 간구될 수 있다,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,F4_ACTION_DOC | F5_GOALPOST,COMBO-05_MORAL_COLLAPSE
0.79,CCC-1257,세례의 필수성,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,교회는 세례 외에 구원의 다른 수단을 알지 못한다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.79,CCC-1471,면죄부 (Indulgentia),CCC-0491,마리아 무염시태,면죄부는 합당한 조건을 갖춘 신자에게 적용된다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F5_GOALPOST | F8_SILENCE,COMBO-01_MARIOLOGY
0.79,CCC-2357,동성애 (Homosexualitas),TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,성경은 동성애 행위를 중대한 타락으로 제시한다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC | F6_RETORSION,COMBO-03_SALVATION
0.79,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,혼인은 그리스도에 의해 제정된 일곱 성사 중 하나이다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.789,CCC-1257,세례의 필수성,TRENT-S22-C01,미사는 참된 속죄 제사,교회는 세례 외에 구원의 다른 수단을 알지 못한다,그리스도의 십자가 희생이 유일하며 미사에서 반복/재현될 수 없다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.789,CCC-2357,동성애 (Homosexualitas),TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,성경은 동성애 행위를 중대한 타락으로 제시한다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC | F6_RETORSION,COMBO-03_SALVATION
0.789,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,세례는 선택 사항이 아니라 의무이다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.789,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,세례는 선택 사항이 아니라 의무이다,간통을 이유로 혼인의 유대가 해소될 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.789,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1257,세례의 필수성,고해성사는 그리스도에 의해 제정되었다,성사는 구원에 불필요한 외적 의식일 뿐이다,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.788,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,세례는 선택 사항이 아니라 의무이다,비정규적 결합에 있는 사람에 대해 어떤 형태의 축복도 줄 수 없다는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.787,CCC-846_848,교회 밖의 구원 (Extra Ecclesiam nulla salus),CCC-0847,교회 밖 구원 가능성,가톨릭 교회가 그리스도에 의해 세워진 구원의 필수적 방도임을 아는 사람이 교회를 거부하거나 떠나면 구원받을 수 없다.,구원은 오직 가톨릭 교회의 가시적 구성원에게만 한정된다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.787,CCC-1257,세례의 필수성,TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,"세례의 필수성은 주님 자신의 말씀(요한 3,5)에 근거한다",그리스도가 성체 안에 힘(virtus)으로만 현존한다는 명제 (칼빈주의),F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.786,CCC-2357,동성애 (Homosexualitas),TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,성경은 동성애 행위를 중대한 타락으로 제시한다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC | F6_RETORSION,COMBO-03_SALVATION
0.785,CCC-1996,은총은 무상의 선물,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,은총은 하느님이 거저 주시는 무상의 선물이다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.785,CCC-2010,공로 (Meritum),TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,공로를 통해 영원한 생명을 획득할 수 있다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.784,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S06-CH04,세례의 열망(Votum Baptismi),세례는 선택 사항이 아니라 의무이다,세례도 세례에 대한 열망도 없이 의화가 가능하다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.78,CCC-0847,교회 밖 구원 가능성,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,양심의 명령에 따라 하느님의 뜻을 실천하려는 노력이 필요하다,비정규적 결합에 있는 사람에 대해 어떤 형태의 축복도 줄 수 없다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.779,CCC-1861,대죄와 은총 상실,CCC-0491,마리아 무염시태,대죄는 하느님과의 관계를 단절시킨다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.779,CCC-2181,주일 미사 의무,CCC-0491,마리아 무염시태,고의로 미사 의무를 이행하지 않는 것은 대죄이다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.779,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-1452,완전한 통회 (Contritio Perfecta),세례는 선택 사항이 아니라 의무이다,대죄의 용서에는 반드시 사제의 사죄가 선행해야 한다,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
